"","dfb.1_","dfb.educ","dfb.fums","dfb.gest","dfb.I(^3","dffit","cov.r","cook.d","hat"
"1",-0.0111446120943127,0.0713817662649088,-0.00734757120333206,0.00347910247233239,-0.00568180754675366,-0.0764676965546159,1.03763541407303,0.001170333549335,0.0326727332025797
"2",0.0886134731578759,-0.0989181159601771,-0.00220873409635424,-0.0685819687448779,0.0546471185772358,0.142565529994722,1.0646712987178,0.00406743872024712,0.0579059978832836
"3",0.0171303916242203,-0.352689906628741,-0.119314457704581,0.0343830638733502,-0.0382522301653186,0.36623561375524,1.00706896550369,0.0267257636916983,0.0253791694434132
"4",-0.0026441195112307,-0.120830186800711,0.0168175794201482,0.0202950829858536,-0.0221767298344797,0.135495650126266,1.02521520494948,0.00367260382615646,0.0235458313799322
"5",0.00926165906226787,-0.190684121037575,-0.0645081474316179,0.0185894299497633,-0.0206813201900724,0.198007696815354,1.02370624594575,0.00783783918529603,0.0253791694434132
"6",-0.00191529193037923,0.0123419184081454,-0.00433173253658996,0.00075160757792419,-0.00136342608713497,-0.0149259504954648,1.01796521531033,4.45963116863856e-05,0.0132847840329221
"7",0.0133875750879037,-0.0711973933354046,-0.0264487907400804,-0.00507090078112221,0.00710811978721292,0.0761096473193361,1.01286005523094,0.00115901752790599,0.0106419262239056
"8",-0.0290753886210054,0.0773734918650359,0.0289279734019448,0.0222622093487938,-0.0270971579607365,-0.0895215436574511,1.00992565985654,0.00160302073657015,0.00921210064437975
"9",4.2431662535361e-07,1.76679053693038e-05,-1.04140685094266e-05,-2.41592354056554e-06,1.84940266669738e-06,-2.45070437445088e-05,1.01273566453351,1.20227351540419e-10,0.00811560279241541
"10",-0.000706031803467185,-0.0293981011962162,0.0173282476617948,0.00401991991938435,-0.00307727065612308,0.0407779268091888,1.01180822364185,0.000332806754872858,0.00811560279241541
"11",0.00181375285542002,0.0184689565905995,0.00922070099106682,-0.00505128122789939,0.00569096413087913,-0.0221018813996569,1.01032682571325,9.77797189590105e-05,0.00610702840452849
"12",0.0128334231605608,0.130679289933529,0.0652421620187967,-0.0357409386327993,0.0402670907808074,-0.15638447972596,0.99274618012442,0.00487812431410665,0.00610702840452849
"13",-0.00600845021092952,0.0298244178036232,0.0130689521823537,0.00262351962387997,-0.00376457893285056,-0.0339394874633692,1.00951986426479,0.000230544703253644,0.00583584304487937
